,start_window,tweet_ids,n_tweets,is_incident,incident_related_tweets,first_incident_related_tweet_created_at
0,2020-06-03 14:39:06,"[1268160285740797952, 1268160290853511168, 1268160346885443585, 1268160390116052998, 1268160430444249089, 1268160452921622530, 1268160461779976192]",7,False,[],
1,2020-06-03 14:43:06,"[1268161314804858880, 1268161317082476546, 1268161325441712131, 1268161406731530241, 1268161407692005433, 1268161431976976385, 1268161447584051206, 1268161492807024640]",8,False,[],
2,2020-06-03 14:55:06,"[1268164340018040832, 1268164364370141185, 1268164368321167361, 1268164403297431554, 1268164409341419521, 1268164415993544704, 1268164454660952065, 1268164463565459456, 1268164500752150528, 1268164522365407238]",10,False,[],
3,2020-06-03 15:08:06,"[1268167611260571650, 1268167614473388035, 1268167631745449984, 1268167642424193025, 1268167725815398412, 1268167757893378048, 1268167760883920896, 1268167781100503040, 1268167824951906305]",9,False,[],
4,2020-06-03 15:20:06,"[1268170602646568960, 1268170616986877953, 1268170778350100482, 1268170817055215618, 1268170835640139776, 1268170839545053187, 1268170841575079936]",7,False,[],
5,2020-06-03 15:35:06,"[1268174372486995975, 1268174385023778816, 1268174389545259009, 1268174412035108869, 1268174454863134720, 1268174465596379136, 1268174507606409217, 1268174560282710019]",8,False,[],
6,2020-06-03 15:46:06,"[1268177167311126528, 1268177193693261824, 1268177209707114499, 1268177214652153858, 1268177224441778176, 1268177233631481858, 1268177240069681154, 1268177273431240706, 1268177286592958464, 1268177317064564738, 1268177332986052608, 1268177344172302336, 1268177366888714242]",13,False,[],
7,2020-06-03 16:36:06,"[1268189754320879616, 1268189809895497740, 1268189816149233666, 1268189843772837892, 1268189857026838531, 1268189878170288128]",6,False,[],
8,2020-06-03 16:42:06,"[1268191247753261057, 1268191284197556225, 1268191297090793473, 1268191328028037124, 1268191342691311616, 1268191356977065989, 1268191365156032512]",7,False,[],
9,2020-06-03 16:48:06,"[1268192781413072901, 1268192790724448258, 1268192822773059585, 1268192824761163776, 1268192878204989440, 1268192904734035968, 1268192912095019009, 1268192918520639488, 1268192988439740416]",9,False,[],
10,2020-06-03 16:56:06,"[1268194768275812352, 1268194781584396288, 1268194805441597441, 1268194846419955714, 1268194854514962432, 1268194864698621954, 1268194911796559878, 1268194961025089541, 1268194983460438021]",9,False,[],
11,2020-06-03 17:05:06,"[1268197022118666241, 1268197027025874944, 1268197072987140107, 1268197101495869442, 1268197139102019585, 1268197188854853632, 1268197226679017474, 1268197238100185091, 1268197265996480513]",9,False,[],
12,2020-06-03 17:09:06,"[1268198031238799360, 1268198046992646144, 1268198049735675904, 1268198072816893957, 1268198115246575616, 1268198115833716736, 1268198133793796096, 1268198158087213056, 1268198179700445186, 1268198225783259138]",10,False,[],
13,2020-06-03 17:25:06,"[1268202060576624643, 1268202060828356610, 1268202071628623874, 1268202077387448320, 1268202123789062144, 1268202146941542402, 1268202191308947457, 1268202196354678788, 1268202208975339520, 1268202214574743555, 1268202244429807616, 1268202249047756806, 1268202249647542274, 1268202279351566339, 1268202299123470339]",15,False,[],
14,2020-06-03 17:38:06,"[1268205366564790273, 1268205370645852171, 1268205379877507072, 1268205390392688640, 1268205404191813632, 1268205416539983872, 1268205432713236480, 1268205472269717505, 1268205478150123520, 1268205498001772548, 1268205498349899778, 1268205518260260864, 1268205528020377600, 1268205558236164097, 1268205566012329990]",15,False,[],
15,2020-06-03 17:39:06,"[1268205575801835520, 1268205578863538177, 1268205584014364673, 1268205585499074560, 1268205599604518914, 1268205601479364609, 1268205606428704768, 1268205658555416579, 1268205676561604613, 1268205682790150146, 1268205684878905344, 1268205696400723969, 1268205699231895555, 1268205717254803461, 1268205748418478081, 1268205788620865539, 1268205797248569350]",17,False,[],
16,2020-06-03 17:50:06,"[1268208351332237316, 1268208359469178886, 1268208362132471811, 1268208389483646976, 1268208405015146498, 1268208422262116355, 1268208435180470273, 1268208454684082179, 1268208456647016448, 1268208479174524930, 1268208483633106944, 1268208486787289090, 1268208501807079429, 1268208507666550786, 1268208517074366467, 1268208533159493636, 1268208536602972163, 1268208554919571456, 1268208574158835717, 1268208578692816901]",20,True,[1268208454684082179],2020-06-03 17:50:32
17,2020-06-03 17:52:06,"[1268208849858760704, 1268208856284397583, 1268208857815437312, 1268208863154667526, 1268208870985433089, 1268208888152764417, 1268208907933159425, 1268208911020154884, 1268208913964568579, 1268208917143748608, 1268208926107078656, 1268208927335907337, 1268208939046522881, 1268208972454035457, 1268208983531311110, 1268208997317910529, 1268209003949105152, 1268209007325515776, 1268209009204629505, 1268209029723164673, 1268209030113214464, 1268209033456103433, 1268209063533445121]",23,False,[],
18,2020-06-03 17:56:06,"[1268209855288029185, 1268209858874159104, 1268209865534713857, 1268209884648046592, 1268209892680228864, 1268209896551571457, 1268209900666212354, 1268209932761006080, 1268209956035182592, 1268209956362354688, 1268209962645434369, 1268209966168539142, 1268209973953286148, 1268209975656136709, 1268210001069453312, 1268210001371435008, 1268210007167897600, 1268210010816946176, 1268210038507802624, 1268210040915312652, 1268210067683397632, 1268210071638618112, 1268210086289248261, 1268210086968786950, 1268210087681830913]",25,False,[],
19,2020-06-03 18:11:06,"[1268213634058027011, 1268213646213156864, 1268213663267250176, 1268213663711854592, 1268213670280077313, 1268213672758915078, 1268213674369564673, 1268213675799740419, 1268213680958844928, 1268213682296836096, 1268213708238589955, 1268213716560076801, 1268213720196530176, 1268213723933655049, 1268213725573545990, 1268213738320080896, 1268213745911726080, 1268213759862018054, 1268213766405214208, 1268213772629479427, 1268213784008634368, 1268213790081978368, 1268213799456210944, 1268213816388657153, 1268213817261121538, 1268213822705168389, 1268213841827106816, 1268213842330497026, 1268213849561448450, 1268213877411663874]",30,False,[],
20,2020-06-03 18:13:06,"[1268214136640602113, 1268214148455858182, 1268214152398602240, 1268214164838850561, 1268214167225466880, 1268214167426736129, 1268214168429252615, 1268214168483700738, 1268214168576024577, 1268214172157968385, 1268214172514488321, 1268214178856255488, 1268214191040667650, 1268214193137819650, 1268214200578584576, 1268214204076605442, 1268214227732496386, 1268214234803994624, 1268214246225121280, 1268214246418112517, 1268214259722444801, 1268214268807217152, 1268214276843606016, 1268214279435624449, 1268214283751624705, 1268214283797762049, 1268214287434158080, 1268214291636924418, 1268214292727431171, 1268214316819505152, 1268214320011362304, 1268214320904769541, 1268214322792140800, 1268214324583108608, 1268214324683837440, 1268214324792868864, 1268214324981612548, 1268214325707255808, 1268214330237038594, 1268214335127654401, 1268214337694502914, 1268214348419411973, 1268214352131260416, 1268214355658670081, 1268214360989712384, 1268214364651356161, 1268214366610087937, 1268214382376476672]",48,False,[],
21,2020-06-03 18:30:06,"[1268218412880277508, 1268218422350970880, 1268218425387745287, 1268218432132169728, 1268218432526393345, 1268218465745276929, 1268218467456552960, 1268218470304546819, 1268218473425092609, 1268218487723438080, 1268218487736057858, 1268218501879169030, 1268218504903344130, 1268218509621891073, 1268218510783676419, 1268218547202854918, 1268218566152720385, 1268218577590550534, 1268218598142640134, 1268218603217784834, 1268218608330715136, 1268218611417714690, 1268218620380930049, 1268218631902674945, 1268218643814457345, 1268218644477198337, 1268218645303439360, 1268218649711706113, 1268218661300572165]",29,False,[],
22,2020-06-03 18:52:06,"[1268223948510113793, 1268223969611730945, 1268223971029368835, 1268223975215312897, 1268223979166273537, 1268223980059664386, 1268223986657366016, 1268224028608692225, 1268224047009148928, 1268224099907706882, 1268224100411023360, 1268224102243983362, 1268224138390523905, 1268224153603244033, 1268224164726538246, 1268224188730540033]",16,False,[],
23,2020-06-03 18:59:06,"[1268225714555322369, 1268225715452993546, 1268225716468043776, 1268225732548931594, 1268225737355599878, 1268225767726624768, 1268225791931924480, 1268225800823803905, 1268225846759825409, 1268225852375994368, 1268225860798222336, 1268225872257077262, 1268225879328673795, 1268225922374737921, 1268225934819287040, 1268225954356310026]",16,False,[],
24,2020-06-03 19:10:06,"[1268228504925212673, 1268228522738364418, 1268228525426868225, 1268228527507124224, 1268228549678374918, 1268228575645270021, 1268228578547773440, 1268228581467000832, 1268228601750720518, 1268228615835189256, 1268228640841568256, 1268228647334395904, 1268228647732862976, 1268228656448638979, 1268228657606201344, 1268228670071726082, 1268228671967563778, 1268228702497845248, 1268228724790636554]",19,False,[],
25,2020-06-03 19:17:06,"[1268230243162173447, 1268230277798772736, 1268230282643214337, 1268230311483191297, 1268230327492902913, 1268230358643945474, 1268230360359452672, 1268230361865224194, 1268230363635220480, 1268230374250995713, 1268230393578303501, 1268230403711787008, 1268230405351751680, 1268230405372751878, 1268230423336955907, 1268230429942964224, 1268230434749636609, 1268230441049481221, 1268230448783785986, 1268230482430513153, 1268230484225667078]",21,False,[],
26,2020-06-03 19:20:06,"[1268230994341003269, 1268230997629427712, 1268230999193858049, 1268231006538039297, 1268231052289507330, 1268231055938670595, 1268231056852992006, 1268231072095100930, 1268231077593862144, 1268231082744348679, 1268231099295170562, 1268231102482825221, 1268231105452347393, 1268231106912038917, 1268231113790586881, 1268231116399546370, 1268231130412703746, 1268231168022982656, 1268231168622759939, 1268231168627015680, 1268231193738317825, 1268231196745568260, 1268231202483449858, 1268231228496502784, 1268231230782398464, 1268231231537364994]",26,False,[],
27,2020-06-03 19:40:06,"[1268236033520525320, 1268236068211621890, 1268236108229459968, 1268236117016535041, 1268236120795512834, 1268236122943098883, 1268236141355991041, 1268236143906164737, 1268236149237133322, 1268236158410133504, 1268236161954316296, 1268236173820006403, 1268236186797125634, 1268236201066205185, 1268236225472860160, 1268236233853087751, 1268236238449934338, 1268236247337762817, 1268236275624169472, 1268236276467224580]",20,False,[],
28,2020-06-03 19:55:06,"[1268239805202169857, 1268239811187544064, 1268239825888514050, 1268239842678317063, 1268239857991725058, 1268239860755763200, 1268239895518158849, 1268239905202806786, 1268239907241091076, 1268239920646291456, 1268239933497581568, 1268239956062896137, 1268239965592444932, 1268239974207500288, 1268239978754179074, 1268239993224466434, 1268240020894371842, 1268240026216865793, 1268240032655163392, 1268240040964034560]",20,True,[1268239905202806786],2020-06-03 19:55:30
29,2020-06-03 19:58:06,"[1268240569022779393, 1268240572025798656, 1268240582842945536, 1268240619861917696, 1268240627109695488, 1268240641949130753, 1268240644339892224, 1268240659015782400, 1268240660278185984, 1268240674077450240, 1268240678984744961, 1268240679337156613, 1268240681887166464, 1268240688430419971, 1268240697154469889, 1268240701302734848, 1268240712082100225, 1268240725306638345, 1268240738984345604, 1268240739839938572, 1268240750912974850, 1268240791371120647, 1268240793350877184]",23,False,[],
