,start_window,tweet_ids,n_tweets
54,2020-06-03 18:30:06,"[1268218412880277508, 1268218422350970880, 1268218425387745287, 1268218432132169728, 1268218432526393345, 1268218465745276929, 1268218467456552960, 1268218470304546819, 1268218473425092609, 1268218487723438080, 1268218487736057858, 1268218501879169030, 1268218504903344130, 1268218509621891073, 1268218510783676419, 1268218547202854918, 1268218566152720385, 1268218577590550534, 1268218598142640134, 1268218603217784834, 1268218608330715136, 1268218611417714690, 1268218620380930049, 1268218631902674945, 1268218643814457345, 1268218644477198337, 1268218645303439360, 1268218649711706113, 1268218661300572165, 1268218665343778819, 1268218700366299136, 1268218703163928583, 1268218706473205760, 1268218753432653827, 1268218803160260608, 1268218808583499777, 1268218820491165699, 1268218834445533184, 1268218899952271361, 1268218906361159686, 1268218918872719361, 1268218932449759232, 1268218937570983938, 1268218946848804864, 1268218962006945792, 1268218964909404160, 1268218968021622785, 1268218979409166343, 1268218998367424516, 1268219007267737603, 1268219013672337409, 1268219020639195137, 1268219038624354304, 1268219077908144129, 1268219082094100480, 1268219082744225797, 1268219085655085057, 1268219120832651264, 1268219140168396800, 1268219144081678336, 1268219169448706049, 1268219201354948610, 1268219216064364545, 1268219243562237958, 1268219249316806658, 1268219250054963201, 1268219250621153280, 1268219257923547138, 1268219266744176646, 1268219268455374848, 1268219270175088643, 1268219273421434883, 1268219296733433857, 1268219296901148672, 1268219300550193154, 1268219347320872966, 1268219359375380481, 1268219374361509889, 1268219374428708870, 1268219380728545280, 1268219416254300162, 1268219439440367619, 1268219452556021766, 1268219476425814016, 1268219496386498560, 1268219498378735620, 1268219506217844736, 1268219515021791233, 1268219530943365130, 1268219534026170373, 1268219544860012549, 1268219552552402948, 1268219572685078528, 1268219586127843328, 1268219626867036160, 1268219653568020483, 1268219667149094916]",97
55,2020-06-03 18:35:06,"[1268219673872601088, 1268219695943090179, 1268219696404365312, 1268219699445338112, 1268219736300630025, 1268219744810938371, 1268219759910367232, 1268219763123240968, 1268219781800513539, 1268219808941776897, 1268219818659979264, 1268219833184894977, 1268219851992154112, 1268219855049838593, 1268219864549908481, 1268219865921400842, 1268219871868968960, 1268219877891780609, 1268219880236605441, 1268219907465973760, 1268219907990335488, 1268219910922080256, 1268219950914822144, 1268219957587959817, 1268219962851762176, 1268219970313478146, 1268219990748147712, 1268220015372894209, 1268220018095009793, 1268220029063094273, 1268220037569163265, 1268220043386597386, 1268220059937312774, 1268220070293102595, 1268220099040882690, 1268220129340514311, 1268220131798396930, 1268220140899966978, 1268220194272481282, 1268220230037356544, 1268220247456260096, 1268220251617067014, 1268220276493488131, 1268220287251894272, 1268220328997785601, 1268220330620981251, 1268220340511084545, 1268220349600186371, 1268220355338031105, 1268220356319424519, 1268220366834536448, 1268220377395859457, 1268220389173362693, 1268220392331714560, 1268220400158363648, 1268220417485012992, 1268220420127408133, 1268220423088615425, 1268220428700528642, 1268220433041698816, 1268220477203505154, 1268220477786513411, 1268220510325932034, 1268220518035054592, 1268220591590572033, 1268220643155283968, 1268220645797740544, 1268220649874558977, 1268220679293472769, 1268220705864388616, 1268220745970331649, 1268220777326874626, 1268220799183454210, 1268220847761895424, 1268220849846452224, 1268220877012951040, 1268220908759592962, 1268220910156292100, 1268220920071696388, 1268220920344326144]",80
56,2020-06-03 18:40:06,"[1268220927898198018, 1268220935640887301, 1268220946948726784, 1268220947179372544, 1268220966544519172, 1268220997104218112, 1268221017647992836, 1268221046664151041, 1268221052745908224, 1268221056533303296, 1268221065324625923, 1268221092340158464, 1268221102481956864, 1268221153455353856, 1268221156198436868, 1268221205309542404, 1268221219360382978, 1268221230106251265, 1268221243175710722, 1268221244731805699, 1268221245058842631, 1268221254630342657, 1268221273760575488, 1268221277677944834, 1268221279619948544, 1268221299375120388, 1268221309919600640, 1268221318211739648, 1268221320799682560, 1268221349220229120, 1268221363090751497, 1268221385849135111, 1268221425556566016, 1268221449984184320, 1268221455206146051, 1268221461497552896, 1268221466845290496, 1268221474378219525, 1268221475263262721, 1268221479172354049, 1268221490798964736, 1268221492510298114, 1268221540719570946, 1268221562068635648, 1268221632314773511, 1268221635674415107, 1268221645803728906, 1268221650895544320, 1268221651172425729, 1268221658353020929, 1268221681027481600, 1268221686035382272, 1268221701021749249, 1268221721099800580, 1268221739198287873, 1268221753769308164, 1268221797801041928, 1268221813282217985, 1268221819716341766, 1268221822983700480, 1268221825860984833, 1268221836506079233, 1268221844836036609, 1268221853320876035, 1268221902058917891, 1268221916382404608, 1268221918001401857, 1268221937014190080, 1268221938335350786, 1268221984313413646, 1268221995126267907, 1268221996363587584, 1268222037757169664, 1268222053108375557, 1268222093935685636, 1268222133022441479, 1268222163011715079]",77
57,2020-06-03 18:45:06,"[1268222278057242627, 1268222285976133632, 1268222307295809542, 1268222309795606532, 1268222314895880200, 1268222322709757953, 1268222334483214338, 1268222361016377345, 1268222372072611842, 1268222402665873408, 1268222404414844933, 1268222424954388482, 1268222435968630788, 1268222439076630530, 1268222450111778822, 1268222479694213122, 1268222489156562945, 1268222528952111107, 1268222542579486721, 1268222563601321985, 1268222638717050883, 1268222680165167110, 1268222686376976384, 1268222690428694532, 1268222706161508360, 1268222710687154176, 1268222714524958722, 1268222780169912322, 1268222830006669312, 1268222881793740801, 1268222888445988864, 1268222917638270979, 1268222945996025857, 1268222991705542658, 1268222993861402629, 1268223009694892032, 1268223009858428929, 1268223055232450573, 1268223074761048064, 1268223094486962177, 1268223143136673803, 1268223200946720770, 1268223206772670466, 1268223247318953984, 1268223271608164353, 1268223318370537472, 1268223324523499520, 1268223362289074178, 1268223394278932481, 1268223394740346880]",50
58,2020-06-03 18:50:06,"[1268223468878913536, 1268223508699664387, 1268223531680174081, 1268223549736706055, 1268223575519105024, 1268223589758664712, 1268223610646343682, 1268223667118505986, 1268223691256668160, 1268223706272337921, 1268223708470149130, 1268223730368614402, 1268223731341590529, 1268223749876260865, 1268223761976877056, 1268223829027028993, 1268223849512030212, 1268223866024927233, 1268223931875577862, 1268223932974456837, 1268223939530174466, 1268223948510113793, 1268223969611730945, 1268223971029368835, 1268223975215312897, 1268223979166273537, 1268223980059664386, 1268223986657366016, 1268224028608692225, 1268224047009148928, 1268224099907706882, 1268224100411023360, 1268224102243983362, 1268224138390523905, 1268224153603244033, 1268224164726538246, 1268224188730540033, 1268224234293248000, 1268224284868128769, 1268224297820205057, 1268224308188459008, 1268224309195149312, 1268224317256601600, 1268224319357882370, 1268224386101886977, 1268224390350561281, 1268224394700247040, 1268224403101401088, 1268224461372874753, 1268224479139975169, 1268224480423411712, 1268224541127565321, 1268224585373233153, 1268224590658101251, 1268224644269649921, 1268224685696843785, 1268224697797410818]",57
59,2020-06-03 18:55:06,"[1268224748481384449, 1268224783889678336, 1268224796464160768, 1268224808598282241, 1268224823324479494, 1268224862037958656, 1268224885228265475, 1268224953884774403, 1268225006733086720, 1268225054430703617, 1268225081785925632, 1268225089587249152, 1268225105982828547, 1268225107807424526, 1268225129340952578, 1268225169614659584, 1268225183766249476, 1268225184630218752, 1268225246026489858, 1268225306810372098, 1268225323256119297, 1268225354939891712, 1268225358698070017, 1268225400943058951, 1268225403317030914, 1268225427274940422, 1268225432916242432, 1268225434598211584, 1268225470656626690, 1268225477245898758, 1268225481230495744, 1268225512394174489, 1268225524838653954, 1268225538256261123, 1268225596561281024, 1268225621513195520, 1268225633735360512, 1268225663519150081, 1268225672251662337, 1268225714555322369, 1268225715452993546, 1268225716468043776, 1268225732548931594, 1268225737355599878, 1268225767726624768, 1268225791931924480, 1268225800823803905, 1268225846759825409, 1268225852375994368, 1268225860798222336, 1268225872257077262, 1268225879328673795, 1268225922374737921, 1268225934819287040, 1268225954356310026]",55
60,2020-06-03 19:00:06,"[1268225978393862144, 1268225988590174211, 1268225989173227523, 1268225991949922304, 1268226058500763649, 1268226071201226754, 1268226093166858241, 1268226099676315649, 1268226122967326725, 1268226143360036868, 1268226200922730503, 1268226257780715520, 1268226284292841477, 1268226310884777984, 1268226401414627332, 1268226426685325312, 1268226437645053956, 1268226481639116802, 1268226511351492609, 1268226530448224257, 1268226540166406144, 1268226548672401409, 1268226568142364673, 1268226581933158400, 1268226583636082690, 1268226589139091458, 1268226591936712707, 1268226621556887557, 1268226634504691713, 1268226677651443716, 1268226679614431234, 1268226684307869698, 1268226692566388738, 1268226732072599554, 1268226739949506570, 1268226740591173635, 1268226780160294913, 1268226793871486978, 1268226811235893248, 1268226817116327936, 1268226831913758720, 1268226851786366978, 1268226934498037763, 1268226941775237120, 1268226971064053760, 1268226995579768834, 1268227012558274560, 1268227035710750728, 1268227158708805632]",49
61,2020-06-03 19:05:06,"[1268227228346847239, 1268227239335866368, 1268227257258123277, 1268227269107101696, 1268227290439331842, 1268227318058749952, 1268227387533205506, 1268227395535941640, 1268227411839156234, 1268227415320469506, 1268227483683491841, 1268227513873989634, 1268227549622083586, 1268227566193848321, 1268227593616097282, 1268227597114236928, 1268227627803987969, 1268227673580613639, 1268227707210477571, 1268227719235538945, 1268227791344074753, 1268227829155627009, 1268227903663284225, 1268227919937183751, 1268227985632608261, 1268227988216258560, 1268228021154131968, 1268228071859130368, 1268228136623357954, 1268228155178917888, 1268228159067099137, 1268228227564212226, 1268228248384741376, 1268228289178603521, 1268228300784250884, 1268228329548718083, 1268228330173669377, 1268228335483707398, 1268228433361985544, 1268228442178424832, 1268228448398594049]",41
62,2020-06-03 19:10:06,"[1268228504925212673, 1268228522738364418, 1268228525426868225, 1268228527507124224, 1268228549678374918, 1268228575645270021, 1268228578547773440, 1268228581467000832, 1268228601750720518, 1268228615835189256, 1268228640841568256, 1268228647334395904, 1268228647732862976, 1268228656448638979, 1268228657606201344, 1268228670071726082, 1268228671967563778, 1268228702497845248, 1268228724790636554, 1268228754045878273, 1268228756369530880, 1268228756675743744, 1268228762119921664, 1268228787331833857, 1268228789533921297, 1268228796609630209, 1268228806835417090, 1268228823134474242, 1268228826422824961, 1268228849441165322, 1268228870798483457, 1268228889140244484, 1268228903002398726, 1268228962947399680, 1268228967166869504, 1268228973512798208, 1268228977623212034, 1268228979892371457, 1268228979909169152, 1268228987408527360, 1268228989295960066, 1268229002646491137, 1268229058275540993, 1268229066630578185, 1268229085672718336, 1268229092723372041, 1268229101984395274, 1268229103687254023, 1268229124167995394, 1268229156489355264, 1268229178626891780, 1268229185249689600, 1268229189699854337, 1268229191910244354, 1268229208305696768, 1268229237628194819, 1268229239805030401, 1268229242925563907, 1268229266266824705, 1268229307152949249, 1268229319681282050, 1268229320327249925, 1268229321929392129, 1268229380456828928, 1268229387360653317, 1268229399486357504, 1268229402401419265, 1268229423653888002, 1268229429198798855, 1268229430989684736, 1268229450682060803, 1268229489634525189, 1268229523918774272, 1268229544412053505, 1268229549818511360, 1268229553765441540, 1268229558777634816, 1268229583419170817, 1268229585969319936, 1268229590704676865, 1268229606085218306, 1268229648170782725, 1268229650448334850, 1268229702847803395, 1268229717175525378]",85
63,2020-06-03 19:15:06,"[1268229788218646533, 1268229803699773453, 1268229836394430464, 1268229846393593856, 1268229847295373316, 1268229864093626370, 1268229891385950209, 1268229919873646594, 1268229961418227712, 1268229976937152513, 1268230033623179264, 1268230056352067590, 1268230070495326209, 1268230118792667142, 1268230168939724808, 1268230170135191552, 1268230227009953794, 1268230234870071296, 1268230243162173447, 1268230277798772736, 1268230282643214337, 1268230311483191297, 1268230327492902913, 1268230358643945474, 1268230360359452672, 1268230361865224194, 1268230363635220480, 1268230374250995713, 1268230393578303501, 1268230403711787008, 1268230405351751680, 1268230405372751878, 1268230423336955907, 1268230429942964224, 1268230434749636609, 1268230441049481221, 1268230448783785986, 1268230482430513153, 1268230484225667078, 1268230502915485696, 1268230507751444480, 1268230520959361024, 1268230523161321472, 1268230524289667074, 1268230535727456257, 1268230547198947332, 1268230569667760131, 1268230613724733442, 1268230618053255168, 1268230634843049985, 1268230641776279552, 1268230702690177024, 1268230711212941313, 1268230734533230593, 1268230740057247744, 1268230754355593220, 1268230757266460675, 1268230760064077826, 1268230814615175168, 1268230827336482818, 1268230828062097409, 1268230829815234562, 1268230842393989120, 1268230867140456449, 1268230889315676161, 1268230898983583746, 1268230966985850889, 1268230970794278912, 1268230973663174659, 1268230981397463042, 1268230990117421061]",71
64,2020-06-03 19:20:06,"[1268230994341003269, 1268230997629427712, 1268230999193858049, 1268231006538039297, 1268231052289507330, 1268231055938670595, 1268231056852992006, 1268231072095100930, 1268231077593862144, 1268231082744348679, 1268231099295170562, 1268231102482825221, 1268231105452347393, 1268231106912038917, 1268231113790586881, 1268231116399546370, 1268231130412703746, 1268231168022982656, 1268231168622759939, 1268231168627015680, 1268231193738317825, 1268231196745568260, 1268231202483449858, 1268231228496502784, 1268231230782398464, 1268231231537364994, 1268231245676384258, 1268231247022755842, 1268231254631165965, 1268231258850508800, 1268231261153300487, 1268231267662823427, 1268231268531146753, 1268231269822971917, 1268231338768859136, 1268231339645550593, 1268231354896039939, 1268231355311194112, 1268231365205667840, 1268231378434433027, 1268231390694383619, 1268231409698775040, 1268231430527737856, 1268231454573633536, 1268231477935976448, 1268231478309240834, 1268231493572112385, 1268231528108167168, 1268231577160556552, 1268231582923530240, 1268231589638668288, 1268231609624547329, 1268231614074626051, 1268231618227048449, 1268231625562828802, 1268231640331030528, 1268231684278890499, 1268231722396717056, 1268231734748905473, 1268231743070449665, 1268231755926056965, 1268231760267149312, 1268231776088064001, 1268231818102345735, 1268231831104770050, 1268231831767396359, 1268231831855472640, 1268231844077735936, 1268231858287935489, 1268231875841187841, 1268231878445760512, 1268231878622003205, 1268231950034251777, 1268231958007615488, 1268231978509381634, 1268231990584635392, 1268231995865341959, 1268232016698408966, 1268232034805256192, 1268232035778338822, 1268232048742989833, 1268232080745533440, 1268232090337849344, 1268232094192488450, 1268232104242020352, 1268232109925306371, 1268232116132773891, 1268232126127841282, 1268232136051568641, 1268232152665198592, 1268232157253775360, 1268232176920821761, 1268232194847318016, 1268232209938423808, 1268232219543379968, 1268232221917315073, 1268232241697693696, 1268232244885434368]",98
65,2020-06-03 19:25:06,"[1268232266263781379, 1268232283682529280, 1268232336572907521, 1268232355069689857, 1268232370043465730, 1268232370106306560, 1268232372618760195, 1268232454449627136, 1268232500976988160, 1268232514570801157, 1268232526071562241, 1268232532467888130, 1268232572699631616, 1268232607722082308, 1268232621307330560, 1268232672373092353, 1268232682317795328, 1268232735707054081, 1268232739414847489, 1268232756946964480, 1268232808675360769, 1268232820545204224, 1268232828564713473, 1268232831790170114, 1268232863268421637, 1268232863780147206, 1268232884269219841, 1268232919212085253, 1268232922097692673, 1268232958990864384, 1268232961402507264, 1268232972941045762, 1268232980859957249, 1268233010081681417, 1268233039710167045, 1268233058781728776, 1268233087269380098, 1268233094852743175, 1268233127597674497, 1268233131188006913, 1268233153447165954, 1268233175391776771, 1268233208988131330, 1268233241636601857, 1268233259349147656, 1268233268895404032, 1268233285634752512, 1268233296963567616, 1268233298326806530, 1268233300784623617, 1268233301464174613, 1268233312813879296, 1268233326185373703, 1268233327246483457, 1268233361484644353, 1268233367675441152, 1268233373069250560, 1268233377997611011, 1268233389339037699, 1268233390475694083, 1268233399300501505]",61
66,2020-06-03 19:30:06,"[1268233511628165123, 1268233535166517248, 1268233551792742403, 1268233591353376769, 1268233605450477577, 1268233612157206529, 1268233619899928577, 1268233625008562176, 1268233626560446464, 1268233642943418368, 1268233644444917762, 1268233666062356481, 1268233668046307328, 1268233669266886657, 1268233681228963841, 1268233705207877632, 1268233707384647681, 1268233711063097344, 1268233737659199491, 1268233750623801349, 1268233764305584129, 1268233773939855360, 1268233779082076160, 1268233779396644866, 1268233804348559361, 1268233847424135169, 1268233872904466436, 1268233876515835905, 1268233908816154626, 1268233991955591169, 1268234034557128712, 1268234035517706241, 1268234067075633152, 1268234070577811456, 1268234097526267906, 1268234098771922945, 1268234105193410560, 1268234129935601664, 1268234151188140033, 1268234170536427522, 1268234177062854656, 1268234203562422284, 1268234267269697542, 1268234272571379712, 1268234299561644036, 1268234305362366464, 1268234318964559874, 1268234319308509184, 1268234320449282055, 1268234324895301637, 1268234326925287425, 1268234335636897793, 1268234348400128000, 1268234398912188419, 1268234427169210368, 1268234440368685056, 1268234493564985345, 1268234495964205056, 1268234510921072646, 1268234519141892102, 1268234541967331328, 1268234555548471297, 1268234557603618817, 1268234561433088002, 1268234566239694849, 1268234597738872837, 1268234668857532416, 1268234668945674241, 1268234669335752705, 1268234685546729472, 1268234698767175682, 1268234699903848452, 1268234720170725388, 1268234720946589698]",74
67,2020-06-03 19:35:06,"[1268234783735320576, 1268234835543363584, 1268234838697553920, 1268234853864157185, 1268234855055347713, 1268234893634535426, 1268234900030869504, 1268234905089118208, 1268234909715439619, 1268234913846824960, 1268234990917165057, 1268235016783437827, 1268235051122282496, 1268235065336758272, 1268235067597434886, 1268235081937813505, 1268235085620416512, 1268235190981320710, 1268235238934708224, 1268235264180342789, 1268235302189051906, 1268235310015668224, 1268235396573511682, 1268235418782388229, 1268235436629069836, 1268235447714619392, 1268235468300263424, 1268235502853009408, 1268235512474750976, 1268235555961266177, 1268235565041926148, 1268235594888613890, 1268235612253020161, 1268235618699665408, 1268235635812335616, 1268235670658613248, 1268235735854874625, 1268235788401197056, 1268235794013212673, 1268235813583753218, 1268235815731245056, 1268235819334152192, 1268235868940238849, 1268235885092446208, 1268235892503822337, 1268235895519563780, 1268235907343228930, 1268235958803202051, 1268235980944879616, 1268236005821341696]",50
68,2020-06-03 19:40:06,"[1268236033520525320, 1268236068211621890, 1268236108229459968, 1268236117016535041, 1268236120795512834, 1268236122943098883, 1268236141355991041, 1268236143906164737, 1268236149237133322, 1268236158410133504, 1268236161954316296, 1268236173820006403, 1268236186797125634, 1268236201066205185, 1268236225472860160, 1268236233853087751, 1268236238449934338, 1268236247337762817, 1268236275624169472, 1268236276467224580, 1268236287477190657, 1268236302849314821, 1268236310285860866, 1268236322340208641, 1268236329911009282, 1268236356645502982, 1268236367714226176, 1268236380817297411, 1268236395878977537, 1268236414476484611, 1268236419094503424, 1268236433032196097, 1268236469849788416, 1268236483938398208, 1268236501458006022, 1268236525059428353, 1268236539445870593, 1268236552129458177, 1268236584874319882, 1268236612464447488, 1268236615253712898, 1268236624556687365, 1268236629896040448, 1268236648573255682, 1268236675869822977, 1268236686867206145, 1268236687068532738, 1268236694261846016, 1268236696279298048, 1268236708405030914, 1268236713933058050, 1268236730748014593, 1268236743012204546, 1268236746074075138, 1268236758279426048, 1268236779485900800, 1268236794136535043, 1268236795344494592, 1268236799543042050, 1268236822922002439, 1268236824289427458, 1268236826776649740, 1268236832057237505, 1268236841385369601, 1268236899224879105, 1268236925061738498, 1268236928748584960, 1268236932942888962, 1268236958708441089, 1268236978258169857, 1268237004375982080, 1268237023669878785, 1268237044238729217, 1268237053143195649, 1268237067353456640, 1268237070948057090, 1268237096344576000, 1268237125125918726, 1268237138430222336, 1268237191622377477, 1268237199545434113, 1268237244625752064, 1268237253068951552, 1268237257791680512]",84
69,2020-06-03 19:45:06,"[1268237290960232448, 1268237306579877888, 1268237310207971328, 1268237341908512779, 1268237361072279552, 1268237425630986240, 1268237457788669952, 1268237473827692546, 1268237500692250624, 1268237510855004160, 1268237526994751493, 1268237576072282113, 1268237611317018625, 1268237612164268032, 1268237616337616897, 1268237626789834758, 1268237636923203584, 1268237637359468546, 1268237652861607937, 1268237662969901059, 1268237696247496704, 1268237715969052672, 1268237734432460808, 1268237737783689224, 1268237747640295429, 1268237755173285888, 1268237775297343488, 1268237790707400704, 1268237799871918080, 1268237801247703046, 1268237802577240064, 1268237803416162313, 1268237835288657921, 1268237839449444355, 1268237861763063808, 1268237886794629120, 1268237889256730630, 1268237894310932482, 1268237935578681344, 1268237935633141762, 1268237953895206912, 1268237997037813770, 1268238015878529031, 1268238024636235776, 1268238049311444992, 1268238071419621377, 1268238101597622272, 1268238172594601986, 1268238172925890569, 1268238206547431426, 1268238244082302976, 1268238279335383045, 1268238296058073090, 1268238298889302020, 1268238302827745284, 1268238339733360642, 1268238380564971521, 1268238397228941314, 1268238420222099456, 1268238534936231937]",60
70,2020-06-03 19:50:06,"[1268238547296964608, 1268238551063412737, 1268238572282359816, 1268238600577134599, 1268238610563817472, 1268238649939935233, 1268238703111127040, 1268238712242044928, 1268238718315397123, 1268238760174592001, 1268238766197682176, 1268238789136261121, 1268238833398800385, 1268238842257170432, 1268238846111727627, 1268238855460831233, 1268238872682598410, 1268238910943047680, 1268238912868270082, 1268238922204790786, 1268238927867138049, 1268238942375206914, 1268238945403404289, 1268238959030743045, 1268238974885265410, 1268238975510159363, 1268239005033824258, 1268239005872803841, 1268239025359421442, 1268239080871116800, 1268239090346078209, 1268239157853380608, 1268239162202828800, 1268239172290166785, 1268239194679377924, 1268239226614755330, 1268239241080954882, 1268239242133753856, 1268239277021958146, 1268239281161723906, 1268239285473468416, 1268239288438788096, 1268239289894256642, 1268239297028722688, 1268239300077989893, 1268239309649428482, 1268239324555902976, 1268239336325160961, 1268239351466647552, 1268239372303900674, 1268239412036620295, 1268239470115074048, 1268239478470201348, 1268239479812370439, 1268239497273229312, 1268239506873946113, 1268239519826010115, 1268239562947657728, 1268239566940573699, 1268239655721267200, 1268239672410624003, 1268239697660252160, 1268239718833102849, 1268239721282637826, 1268239727951581184, 1268239735320981506, 1268239735404859393, 1268239787263242240, 1268239790102773763, 1268239795429539841]",70
71,2020-06-03 19:55:06,"[1268239805202169857, 1268239811187544064, 1268239825888514050, 1268239842678317063, 1268239857991725058, 1268239860755763200, 1268239895518158849, 1268239905202806786, 1268239907241091076, 1268239920646291456, 1268239933497581568, 1268239956062896137, 1268239965592444932, 1268239974207500288, 1268239978754179074, 1268239993224466434, 1268240020894371842, 1268240026216865793, 1268240032655163392, 1268240040964034560, 1268240072492683268, 1268240120852987906, 1268240130017570816, 1268240151697862668, 1268240161856466945, 1268240168454062081, 1268240182555312135, 1268240215484911617, 1268240221029773312, 1268240235302924289, 1268240243842600962, 1268240255280467975, 1268240266395254788, 1268240291485618184, 1268240319704903690, 1268240331989897216, 1268240337681756161, 1268240348599537664, 1268240367247376386, 1268240373689864198, 1268240457949208579, 1268240463531778055, 1268240476131545090, 1268240485757472768, 1268240499107934208, 1268240507290910721, 1268240509803397122, 1268240511468519425, 1268240523413934080, 1268240525792088064, 1268240531257163776, 1268240536059723778, 1268240540019109888, 1268240540623155200, 1268240569022779393, 1268240572025798656, 1268240582842945536, 1268240619861917696, 1268240627109695488, 1268240641949130753, 1268240644339892224, 1268240659015782400, 1268240660278185984, 1268240674077450240, 1268240678984744961, 1268240679337156613, 1268240681887166464, 1268240688430419971, 1268240697154469889, 1268240701302734848, 1268240712082100225, 1268240725306638345, 1268240738984345604, 1268240739839938572, 1268240750912974850, 1268240791371120647, 1268240793350877184, 1268240821901496321, 1268240837407883274, 1268240868085030912, 1268240872329576448, 1268240884526649347, 1268240886024069120, 1268240905380564992, 1268240909759545345, 1268240974188359687, 1268240975924801538, 1268240989384212482, 1268241032291942400]",89
